AWS-Datalogger;Date;Time (UTC-0300);T (ºC);RH (%);WS (km/h);WD (º);Hi_WS (km/h);Hi_WD(º);Signal Quality ;Reception
Top-DT2;12/03/2024;18:22:07;1.72;76.60;29.24;65;32.19;65;-73;Ok
Top-DT2;12/03/2024;18:24:17;1.69;77.30;28.22;66;30.58;73;-73;Ok
Top-DT2;12/03/2024;18:26:51;1.67;77.30;27.51;57;30.58;55;-73;Ok
Top-DT2;12/03/2024;18:28:46;1.67;77.80;27.04;55;28.97;59;-73;Ok
Top-DT2;12/03/2024;18:31:30;1.61;78.00;26.15;59;27.36;55;-74;Ok
Top-DT2;12/03/2024;18:32:50;1.56;78.20;34.33;58;37.01;58;-73;Ok
Top-DT2;12/03/2024;18:34:32;1.50;78.40;28.16;61;28.97;62;-73;Ok
Top-DT2;12/03/2024;18:37:16;1.39;79.00;33.96;56;38.62;58;-72;Ok
Top-DT2;12/03/2024;18:39:40;1.31;80.00;32.33;62;35.41;55;-73;Ok
Top-DT2;12/03/2024;18:41:25;1.22;80.50;30.58;65;30.58;65;-73;Ok
Top-DT2;12/03/2024;18:43:56;1.10;81.20;34.98;68;37.01;65;-72;Ok
Top-DT2;12/03/2024;18:47:21;0.98;82.30;30.58;63;33.80;63;-71;Ok
Top-DT2;12/03/2024;18:50:08;0.89;83.00;35.08;67;37.01;68;-72;Ok
Top-DT2;12/03/2024;18:51:37;0.87;83.40;32.29;58;37.01;61;-71;Ok
Top-DT2;12/03/2024;18:54:11;0.78;83.90;33.26;62;33.80;61;-72;Ok
Top-DT2;12/03/2024;18:55:02;0.78;84.30;35.64;60;37.01;57;-72;Ok
Top-DT2;12/03/2024;18:57:49;0.72;84.90;27.36;60;28.97;55;-73;Ok
Top-DT2;12/03/2024;19:00:10;0.72;85.70;27.21;63;28.97;63;-72;Ok
Top-DT2;12/03/2024;19:02:46;0.67;86.30;26.96;62;30.58;61;-73;Ok
Top-DT2;12/03/2024;19:05:17;0.72;86.80;26.19;56;27.36;61;-73;Ok
Top-DT2;12/03/2024;19:07:00;0.72;87.00;27.90;61;30.58;62;-73;Ok
Top-DT2;12/03/2024;19:09:34;0.72;87.40;33.80;58;40.23;61;-72;Ok
Top-DT2;12/03/2024;19:12:08;0.76;87.40;32.63;57;37.01;63;-72;Ok
Top-DT2;12/03/2024;19:15:33;0.78;87.60;25.15;53;28.97;58;-71;Ok
Top-DT2;12/03/2024;19:18:17;0.78;87.80;29.24;55;32.19;55;-72;Ok
Top-DT2;12/03/2024;19:19:49;0.75;88.10;29.70;54;33.80;57;-72;Ok
Top-DT2;12/03/2024;19:22:35;0.72;88.50;28.16;54;30.58;57;-72;Ok
Top-DT2;12/03/2024;19:24:56;0.72;88.80;34.40;54;35.41;54;-72;Ok
Top-DT2;12/03/2024;19:26:39;0.72;88.80;33.39;54;38.62;51;-72;Ok
Top-DT2;12/03/2024;19:28:21;0.72;89.00;33.62;57;35.41;51;-72;Ok
Top-DT2;12/03/2024;19:30:07;0.72;89.00;32.19;52;35.41;57;-72;Ok
Top-DT2;12/03/2024;19:32:38;0.78;89.50;35.87;48;38.62;47;-72;Ok
Top-DT2;12/03/2024;19:34:20;0.78;89.30;30.85;55;33.80;54;-72;Ok
Top-DT2;12/03/2024;19:37:45;0.78;89.90;38.48;51;41.84;55;-71;Ok
Top-DT2;12/03/2024;19:40:19;0.72;89.80;31.47;54;37.01;55;-71;Ok
Top-DT2;12/03/2024;19:42:53;0.69;90.10;33.06;55;40.23;54;-70;Ok
Top-DT2;12/03/2024;19:46:05;0.67;-1.00;32.44;53;40.23;61;-69;Ok
Top-DT2;12/03/2024;19:49:15;0.67;90.50;31.65;55;37.01;58;-68;Ok
Top-DT2;12/03/2024;19:51:38;0.67;90.70;31.65;41;32.19;33;-67;Ok
Top-DT2;12/03/2024;19:53:08;0.67;90.70;32.72;50;35.41;53;-67;Ok
Top-DT2;12/03/2024;19:54:50;0.72;91.00;29.77;54;33.80;53;-67;Ok
Top-DT2;12/03/2024;19:57:24;0.72;91.00;36.89;48;41.84;50;-65;Ok
Top-DT2;12/03/2024;19:59:07;0.78;90.90;31.54;48;35.41;46;-62;Ok
Top-DT2;12/03/2024;20:02:24;0.72;91.00;34.28;48;41.84;47;-63;Ok
Top-DT2;12/03/2024;20:04:14;0.78;91.00;33.92;52;37.01;50;-63;Ok
Top-DT2;12/03/2024;20:05:57;0.78;90.90;40.23;58;41.84;62;-63;Ok
Top-DT2;12/03/2024;20:08:41;0.72;91.10;35.94;58;38.62;55;-63;Ok
Top-DT2;12/03/2024;20:10:16;0.78;91.00;41.84;51;43.45;54;-62;Ok
Top-DT2;12/03/2024;20:12:47;0.78;91.00;41.31;50;45.06;54;-62;Ok
Top-DT2;12/03/2024;20:15:20;0.75;91.10;36.28;53;40.23;47;-62;Ok
Top-DT2;12/03/2024;20:17:54;0.78;91.00;38.62;54;45.06;61;-61;Ok
Top-DT2;12/03/2024;20:20:38;0.75;91.00;36.85;52;38.62;55;-61;Ok
Top-DT2;12/03/2024;20:22:13;0.78;91.10;40.23;57;41.84;55;-61;Ok
Top-DT2;12/03/2024;20:24:44;0.78;90.90;29.41;52;33.80;51;-62;Ok
Top-DT2;12/03/2024;20:27:18;0.78;91.20;35.20;53;38.62;58;-62;Ok
Top-DT2;12/03/2024;20:29:52;0.82;91.20;30.78;48;33.80;59;-62;Ok
Top-DT2;12/03/2024;20:31:47;0.83;91.40;34.33;57;35.41;61;-61;Ok
Top-DT2;12/03/2024;20:33:17;0.92;91.80;42.38;55;45.06;62;-61;Ok
Top-DT2;12/03/2024;20:36:44;1.06;90.70;34.87;53;37.01;59;-63;Ok
Top-DT2;12/03/2024;20:38:37;0.94;90.80;27.76;56;28.97;62;-63;Ok
Top-DT2;12/03/2024;20:41:01;1.06;90.90;28.97;51;28.97;54;-62;Ok
Top-DT2;12/03/2024;20:43:32;1.06;91.00;38.92;53;45.06;51;-63;Ok
Top-DT2;12/03/2024;20:46:08;1.22;91.10;27.36;53;28.97;50;-65;Ok
Top-DT2;12/03/2024;20:47:51;1.22;91.00;24.14;56;24.14;58;-66;Ok
Top-DT2;12/03/2024;20:49:33;1.28;90.80;26.55;50;27.36;51;-66;Ok
Top-DT2;12/03/2024;20:52:15;1.33;90.90;36.78;51;38.62;54;-67;Ok
Top-DT2;12/03/2024;20:53:47;1.44;91.00;34.53;52;38.62;55;-67;Ok
Top-DT2;12/03/2024;20:56:21;1.50;90.70;34.28;55;38.62;55;-68;Ok
Top-DT2;12/03/2024;20:58:57;1.56;90.40;38.62;56;40.23;55;-69;Ok
Top-DT2;12/03/2024;21:00:47;1.50;90.00;33.58;52;38.62;49;-70;Ok
Top-DT2;12/03/2024;21:03:13;1.33;90.40;28.97;51;28.97;53;-72;Ok
Top-DT2;12/03/2024;21:05:03;1.41;90.50;34.33;53;37.01;55;-71;Ok
Top-DT2;12/03/2024;21:06:36;1.44;90.50;35.73;58;37.01;55;-74;Ok
Top-DT2;12/03/2024;21:08:18;1.44;90.40;33.80;50;35.41;50;-74;Ok
Top-DT2;12/03/2024;21:11:43;1.56;90.20;34.97;52;40.23;58;-74;Ok
Top-DT2;12/03/2024;21:15:08;1.56;90.10;30.48;51;38.62;59;-74;Ok
Top-DT2;12/03/2024;21:16:10;1.56;90.30;34.60;50;37.01;61;-74;Ok
Top-DT2;12/03/2024;21:18:33;1.63;90.70;36.88;57;41.84;65;-76;Ok
Top-DT2;12/03/2024;21:20:26;1.69;90.50;34.38;50;41.84;58;-75;Ok
Top-DT2;12/03/2024;21:21:58;1.67;90.70;37.28;50;40.23;58;-75;Ok
Top-DT2;12/03/2024;21:23:51;1.67;90.60;36.37;45;40.23;46;-76;Ok
Top-DT2;12/03/2024;21:25:23;1.72;90.90;41.11;52;48.28;54;-78;Ok
Top-DT2;12/03/2024;21:27:57;1.78;90.80;33.53;38;35.41;39;-78;Ok
Top-DT2;12/03/2024;21:29:40;1.80;91.00;36.61;42;43.45;42;-77;Ok
Top-DT2;12/03/2024;21:32:52;1.96;-1.00;41.49;44;48.28;41;-76;Ok
Top-DT2;12/03/2024;21:34:47;2.00;90.70;42.81;56;53.11;61;-75;Ok
Top-DT2;12/03/2024;21:36:32;2.06;90.80;42.65;40;43.45;43;-75;Ok
Top-DT2;12/03/2024;21:39:26;2.06;90.70;38.80;46;43.45;47;-76;Ok
Top-DT2;12/03/2024;21:42:39;2.11;91.10;34.92;42;38.62;51;-75;Ok
Top-DT2;12/03/2024;21:45:02;2.20;91.30;36.91;43;41.84;34;-76;Ok
Top-DT2;12/03/2024;21:47:46;2.22;91.40;44.10;40;51.50;47;-76;Ok
Top-DT2;12/03/2024;21:50:10;2.25;91.40;40.13;44;46.67;53;-75;Ok
Top-DT2;12/03/2024;21:52:05;2.22;91.40;45.06;41;46.67;46;-76;Ok
Top-DT2;12/03/2024;21:54:36;2.17;91.60;42.11;42;46.67;42;-76;Ok
Top-DT2;12/03/2024;21:56:21;2.22;91.70;39.43;46;40.23;49;-77;Ok
Top-DT2;12/03/2024;21:58:42;2.22;92.10;41.15;41;48.28;49;-76;Ok
Top-DT2;12/03/2024;22:01:26;2.28;92.40;41.84;48;45.06;45;-75;Ok
Top-DT2;12/03/2024;22:03:50;2.33;92.60;36.80;44;43.45;45;-76;Ok
Top-DT2;12/03/2024;22:06:24;2.44;93.00;33.65;41;37.01;51;-77;Ok
Top-DT2;12/03/2024;22:08:06;2.50;93.10;42.38;37;45.06;46;-76;Ok
Top-DT2;12/03/2024;22:09:51;2.56;92.80;32.99;37;35.41;37;-77;Ok
Top-DT2;12/03/2024;22:12:22;2.50;92.80;29.87;26;33.80;21;-77;Ok
Top-DT2;12/03/2024;22:14:56;2.56;93.00;32.72;29;35.41;19;-76;Ok
Top-DT2;12/03/2024;22:15:47;2.50;93.10;33.26;24;37.01;21;-76;Ok
Top-DT2;12/03/2024;22:18:21;2.44;93.10;30.47;24;33.80;33;-77;Ok
Top-DT2;12/03/2024;22:20:04;2.44;93.30;30.18;24;35.41;25;-76;Ok
Top-DT2;12/03/2024;22:23:00;2.50;93.50;26.55;76;28.97;351;-77;Ok
Top-DT2;12/03/2024;22:25:11;2.50;93.50;23.60;45;28.97;14;-77;Ok
Top-DT2;12/03/2024;22:26:54;2.53;93.50;18.43;10;24.14;15;-76;Ok
Top-DT2;12/03/2024;22:30:19;2.46;93.40;23.74;28;28.97;10;-79;Ok
Top-DT2;12/03/2024;22:32:01;2.46;93.50;22.53;69;25.75;351;-79;Ok
Top-DT2;12/03/2024;22:33:44;2.44;93.50;21.21;286;24.14;351;-79;Ok
Top-DT2;12/03/2024;22:35:29;2.39;93.50;21.99;342;22.53;348;-78;Ok
Top-DT2;12/03/2024;22:37:11;2.39;93.80;27.36;180;30.58;351;-78;Ok
Top-DT2;12/03/2024;22:39:04;2.44;93.90;30.58;339;32.19;340;-78;Ok
Top-DT2;12/03/2024;22:41:38;2.44;93.90;24.14;337;27.36;337;-79;Ok
Top-DT2;12/03/2024;22:44:01;2.44;93.90;26.96;347;28.97;338;-79;Ok
Top-DT2;12/03/2024;22:45:41;2.39;93.90;20.78;309;24.14;332;-79;Ok
Top-DT2;12/03/2024;22:47:24;2.39;94.10;23.01;340;27.36;340;-79;Ok
Top-DT2;12/03/2024;22:49:06;2.44;94.10;23.96;294;28.97;332;-79;Ok
Top-DT2;12/03/2024;22:50:52;2.50;94.20;24.54;334;27.36;332;-79;Ok
Top-DT2;12/03/2024;22:53:23;2.61;94.20;25.46;335;28.97;338;-79;Ok
Top-DT2;12/03/2024;22:55:05;2.61;94.00;28.43;341;28.97;341;-79;Ok
Top-DT2;12/03/2024;22:58:30;2.67;94.00;27.51;335;30.58;333;-80;Ok
Top-DT2;12/03/2024;23:00:15;2.67;93.90;28.16;323;28.97;325;-79;Ok
Top-DT2;12/03/2024;23:02:46;2.67;93.70;24.94;340;30.58;334;-80;Ok
Top-DT2;12/03/2024;23:05:20;2.72;93.60;22.68;331;25.75;326;-80;Ok
Top-DT2;12/03/2024;23:07:54;2.78;93.50;26.00;333;28.97;336;-80;Ok
Top-DT2;12/03/2024;23:10:28;2.83;93.50;27.36;327;30.58;326;-78;Ok
Top-DT2;12/03/2024;23:12:10;2.83;93.30;22.53;337;25.75;338;-79;Ok
Top-DT2;12/03/2024;23:13:53;2.86;93.40;22.97;333;25.75;342;-78;Ok
Top-DT2;12/03/2024;23:15:35;2.89;93.30;26.02;328;27.36;333;-79;Ok
Top-DT2;12/03/2024;23:17:20;2.94;93.30;22.53;331;22.53;324;-79;Ok
Top-DT2;12/03/2024;23:19:00;2.89;93.00;20.78;333;22.53;330;-78;Ok
Top-DT2;12/03/2024;23:21:34;2.83;93.10;28.00;331;28.97;341;-79;Ok
Top-DT2;12/03/2024;23:23:19;2.83;93.10;26.55;338;27.36;337;-79;Ok
Top-DT2;12/03/2024;23:24:59;2.89;93.10;25.21;336;27.36;340;-78;Ok
Top-DT2;12/03/2024;23:26:41;2.92;93.00;23.25;335;25.75;344;-78;Ok
Top-DT2;12/03/2024;23:28:24;2.94;93.10;24.41;335;25.75;342;-79;Ok
Top-DT2;12/03/2024;23:30:17;3.00;93.00;21.73;330;22.53;324;-79;Ok
Top-DT2;12/03/2024;23:32:40;3.11;93.20;23.64;336;27.36;337;-79;Ok
Top-DT2;12/03/2024;23:34:46;3.17;92.80;12.87;349;12.87;351;-78;Ok
Top-DT2;12/03/2024;23:36:18;3.06;92.30;18.51;348;19.31;349;-79;Ok
Top-DT2;12/03/2024;23:38:39;2.94;92.50;18.51;292;20.92;9;-78;Ok
Top-DT2;12/03/2024;23:40:24;2.94;92.50;20.92;123;20.92;9;-79;Ok
Top-DT2;12/03/2024;23:42:04;2.89;92.60;20.92;293;22.53;351;-78;Ok
Top-DT2;12/03/2024;23:44:51;2.89;92.70;21.73;349;22.53;351;-78;Ok
Top-DT2;12/03/2024;23:48:13;2.89;92.90;23.66;313;25.75;349;-78;Ok
Top-DT2;12/03/2024;23:50:47;2.89;92.70;18.43;101;20.92;9;-78;Ok
Top-DT2;12/03/2024;23:52:32;2.83;92.80;18.51;11;19.31;9;-78;Ok
Top-DT2;12/03/2024;23:54:02;2.89;93.00;21.12;9;24.14;9;-78;Ok
Top-DT2;12/03/2024;23:56:51;999.90;92.70;16.09;9;17.70;9;-78;Ok
Top-DT2;12/03/2024;23:59:09;2.72;92.90;18.13;33;20.92;9;-77;Ok
Top-DT2;13/03/2024;0:00:52;2.64;92.70;21.65;10;24.14;9;-78;Ok
Top-DT2;13/03/2024;0:03:25;2.50;93.00;21.91;40;25.75;11;-78;Ok
Top-DT2;13/03/2024;0:06:50;2.50;93.30;18.24;126;20.92;9;-78;Ok
Top-DT2;13/03/2024;0:08:33;2.50;93.30;19.96;12;22.53;14;-78;Ok
Top-DT2;13/03/2024;0:10:18;2.50;93.30;19.31;16;20.92;18;-78;Ok
Top-DT2;13/03/2024;0:12:59;2.50;93.40;20.12;9;22.53;9;-78;Ok
Top-DT2;13/03/2024;0:14:42;2.50;93.30;15.63;37;20.92;18;-78;Ok
Top-DT2;13/03/2024;0:16:14;2.44;93.40;19.54;60;22.53;9;-78;Ok
Top-DT2;13/03/2024;0:18:07;2.44;93.30;16.43;10;19.31;25;-78;Ok
Top-DT2;13/03/2024;0:20:31;2.50;93.40;19.17;12;20.92;15;-78;Ok
Top-DT2;13/03/2024;0:23:04;2.44;93.40;19.31;9;20.92;11;-77;Ok
Top-DT2;13/03/2024;0:25:38;2.44;93.50;17.30;101;19.31;348;-77;Ok
Top-DT2;13/03/2024;0:28:22;2.39;93.60;16.55;12;19.31;9;-78;Ok
Top-DT2;13/03/2024;0:30:07;2.39;93.60;23.17;10;24.14;11;-78;Ok
Top-DT2;13/03/2024;0:32:28;2.39;93.80;15.99;49;17.70;9;-77;Ok
Top-DT2;13/03/2024;0:34:11;2.39;93.90;18.58;69;20.92;9;-77;Ok
Top-DT2;13/03/2024;0:35:53;2.44;94.10;21.19;122;22.53;9;-78;Ok
Top-DT2;13/03/2024;0:36:55;2.44;94.00;16.09;16;16.09;21;-78;Ok
Top-DT2;13/03/2024;0:39:18;2.44;94.00;15.99;50;20.92;9;-78;Ok
Top-DT2;13/03/2024;0:41:01;2.44;94.10;18.60;9;20.92;13;-78;Ok
Top-DT2;13/03/2024;0:43:34;2.44;94.10;17.22;9;17.70;13;-77;Ok
Top-DT2;13/03/2024;0:46:08;2.42;94.10;17.90;9;20.92;11;-78;Ok
Top-DT2;13/03/2024;0:48:44;2.39;94.20;18.78;17;19.31;25;-78;Ok
Top-DT2;13/03/2024;0:49:33;2.39;94.30;18.02;78;20.92;9;-78;Ok
Top-DT2;13/03/2024;0:50:37;2.39;94.30;17.70;11;19.31;13;-78;Ok
Top-DT2;13/03/2024;0:52:58;2.41;94.40;20.81;81;22.53;9;-78;Ok
Top-DT2;13/03/2024;0:54:41;2.36;94.10;18.00;102;22.53;13;-78;Ok
Top-DT2;13/03/2024;0:56:33;2.33;94.10;14.25;58;17.70;9;-78;Ok
Top-DT2;13/03/2024;0:58:57;2.33;94.20;16.09;299;17.70;351;-78;Ok
Top-DT2;13/03/2024;1:00:39;2.33;94.30;13.68;292;14.48;351;-78;Ok
Top-DT2;13/03/2024;1:02:22;2.33;94.30;13.68;66;14.48;9;-78;Ok
Top-DT2;13/03/2024;1:05:06;2.33;94.40;15.59;194;17.70;341;-78;Ok
Top-DT2;13/03/2024;1:07:30;2.39;94.40;15.36;312;16.09;334;-77;Ok
Top-DT2;13/03/2024;1:09:22;2.39;94.50;19.11;345;24.14;351;-77;Ok
Top-DT2;13/03/2024;1:10:57;2.50;94.60;17.70;348;17.70;346;-77;Ok
Top-DT2;13/03/2024;1:12:50;2.50;94.60;18.78;236;19.31;351;-79;Ok
Top-DT2;13/03/2024;1:15:24;2.50;94.50;16.09;234;16.09;346;-77;Ok
Top-DT2;13/03/2024;1:18:36;2.56;94.60;19.15;340;24.14;341;-79;Ok
Top-DT2;13/03/2024;1:19:41;2.56;94.60;20.12;345;20.92;346;-79;Ok
Top-DT2;13/03/2024;1:22:03;2.56;94.60;23.34;344;24.14;351;-78;Ok
Top-DT2;13/03/2024;1:24:45;2.44;94.60;18.99;342;20.92;341;-79;Ok
Top-DT2;13/03/2024;1:27:11;2.44;94.60;18.51;346;19.31;346;-78;Ok
Top-DT2;13/03/2024;1:28:51;2.50;94.60;16.09;346;17.70;344;-79;Ok
Top-DT2;13/03/2024;1:30:36;2.50;94.60;18.51;347;19.31;344;-79;Ok
Top-DT2;13/03/2024;1:33:07;2.50;94.70;16.80;259;19.31;9;-79;Ok
Top-DT2;13/03/2024;1:35:02;2.50;94.70;19.31;340;19.31;338;-78;Ok
Top-DT2;13/03/2024;1:36:32;2.50;94.70;18.16;292;20.92;346;-78;Ok
Top-DT2;13/03/2024;1:39:06;2.52;94.80;21.19;289;22.53;351;-78;Ok
Top-DT2;13/03/2024;1:40:48;2.56;94.80;21.19;345;22.53;338;-78;Ok
Top-DT2;13/03/2024;1:43:22;2.56;94.80;17.17;259;19.31;346;-79;Ok
Top-DT2;13/03/2024;1:45:56;2.56;94.80;15.19;134;17.70;351;-78;Ok
Top-DT2;13/03/2024;1:47:38;2.50;94.60;14.05;131;16.09;351;-78;Ok
Top-DT2;13/03/2024;1:49:31;2.44;94.60;13.41;236;14.48;9;-78;Ok
Top-DT2;13/03/2024;1:51:06;2.44;94.80;15.29;9;16.09;9;-78;Ok
Top-DT2;13/03/2024;1:52:56;2.50;94.90;15.56;312;20.92;351;-79;Ok
Top-DT2;13/03/2024;1:55:20;2.56;94.90;19.31;339;20.92;338;-78;Ok
Top-DT2;13/03/2024;1:58:45;2.56;94.90;22.65;320;25.75;344;-78;Ok
Top-DT2;13/03/2024;2:01:19;2.56;94.90;18.14;344;19.31;345;-78;Ok
Top-DT2;13/03/2024;2:03:11;2.56;94.90;19.31;349;19.31;349;-78;Ok
Top-DT2;13/03/2024;2:04:44;2.56;94.90;18.31;318;20.92;332;-78;Ok
Top-DT2;13/03/2024;2:06:26;2.50;94.80;11.67;218;14.48;9;-79;Ok
Top-DT2;13/03/2024;2:09:00;2.50;95.10;17.97;316;19.31;349;-79;Ok
Top-DT2;13/03/2024;2:11:36;2.50;95.10;17.70;258;17.70;334;-78;Ok
Top-DT2;13/03/2024;2:14:07;2.50;95.10;20.38;335;20.92;329;-79;Ok
Top-DT2;13/03/2024;2:16:41;2.50;95.00;15.89;344;17.70;346;-78;Ok
Top-DT2;13/03/2024;2:19:15;2.50;95.10;16.97;314;20.92;340;-78;Ok
Top-DT2;13/03/2024;2:20:57;2.50;95.10;19.31;343;19.31;348;-79;Ok
Top-DT2;13/03/2024;2:24:33;2.46;95.10;20.32;301;24.14;348;-78;Ok
Top-DT2;13/03/2024;2:27:19;2.44;95.10;17.06;342;19.31;340;-78;Ok
Top-DT2;13/03/2024;2:29:30;2.44;95.20;20.92;342;22.53;342;-78;Ok
Top-DT2;13/03/2024;2:31:12;2.39;95.30;19.66;321;22.53;349;-78;Ok
Top-DT2;13/03/2024;2:32:55;2.39;95.20;19.18;342;22.53;345;-78;Ok
Top-DT2;13/03/2024;2:34:38;2.42;95.30;16.24;252;19.31;351;-77;Ok
Top-DT2;13/03/2024;2:36:23;2.44;95.30;19.31;348;19.31;351;-78;Ok
Top-DT2;13/03/2024;2:38:05;2.44;95.30;16.09;180;16.09;9;-78;Ok
Top-DT2;13/03/2024;2:39:55;2.44;95.30;18.35;301;20.92;351;-78;Ok
Top-DT2;13/03/2024;2:41:28;2.44;95.30;19.31;348;20.92;351;-77;Ok
Top-DT2;13/03/2024;2:43:20;2.44;95.30;19.04;293;19.31;9;-78;Ok
Top-DT2;13/03/2024;2:44:53;2.44;95.10;18.51;348;19.31;345;-78;Ok
Top-DT2;13/03/2024;2:46:35;2.44;95.30;19.15;279;20.92;349;-78;Ok
Top-DT2;13/03/2024;2:49:22;2.44;95.30;17.38;214;17.70;351;-78;Ok
Top-DT2;13/03/2024;2:51:43;2.44;95.30;18.99;348;19.31;344;-77;Ok
Top-DT2;13/03/2024;2:54:29;2.39;95.20;13.68;180;14.48;351;-78;Ok
Top-DT2;13/03/2024;2:56:50;2.33;94.90;13.48;51;16.09;9;-78;Ok
Top-DT2;13/03/2024;2:59:24;2.31;95.10;16.50;320;17.70;351;-77;Ok
Top-DT2;13/03/2024;3:01:58;2.31;95.10;18.60;311;20.92;351;-78;Ok
Top-DT2;13/03/2024;3:03:43;2.28;95.10;18.51;9;19.31;9;-78;Ok
Top-DT2;13/03/2024;3:06:14;2.24;95.10;15.56;187;16.09;9;-77;Ok
Top-DT2;13/03/2024;3:07:56;2.22;95.30;17.12;284;19.31;342;-78;Ok
Top-DT2;13/03/2024;3:10:30;2.28;95.30;19.63;341;20.92;344;-78;Ok
Top-DT2;13/03/2024;3:13:04;2.24;95.30;17.90;282;19.31;9;-78;Ok
Top-DT2;13/03/2024;3:14:46;2.17;95.30;18.67;281;19.31;348;-77;Ok
Top-DT2;13/03/2024;3:16:39;2.17;95.30;21.46;351;22.53;351;-77;Ok
Top-DT2;13/03/2024;3:19:03;2.17;95.30;19.81;340;20.92;341;-78;Ok
Top-DT2;13/03/2024;3:20:07;2.17;95.30;18.24;339;19.31;336;-78;Ok
Top-DT2;13/03/2024;3:22:28;2.17;95.30;19.96;351;20.92;351;-78;Ok
Top-DT2;13/03/2024;3:24:13;2.11;95.10;16.90;9;17.70;9;-77;Ok
Top-DT2;13/03/2024;3:26:44;2.07;95.10;16.90;246;19.31;9;-78;Ok
Top-DT2;13/03/2024;3:28:27;2.06;95.10;16.09;254;17.70;349;-78;Ok
Top-DT2;13/03/2024;3:30:09;2.06;95.20;16.90;349;19.31;349;-78;Ok
Top-DT2;13/03/2024;3:31:54;2.00;95.20;18.51;12;19.31;19;-78;Ok
Top-DT2;13/03/2024;3:33:34;2.03;95.20;20.28;348;22.53;345;-76;Ok
Top-DT2;13/03/2024;3:35:17;2.00;95.30;19.31;351;19.31;351;-77;Ok
Top-DT2;13/03/2024;3:36:59;2.00;95.20;20.72;349;22.53;351;-78;Ok
Top-DT2;13/03/2024;3:39:33;1.97;95.30;19.71;92;20.92;9;-78;Ok
Top-DT2;13/03/2024;3:42:07;1.94;95.30;17.17;9;17.70;9;-77;Ok
Top-DT2;13/03/2024;3:44:40;1.94;95.30;18.51;306;19.31;351;-78;Ok
Top-DT2;13/03/2024;3:46:23;1.94;95.30;18.32;348;20.92;348;-78;Ok
Top-DT2;13/03/2024;3:48:05;1.94;95.50;19.31;203;19.31;351;-78;Ok
Top-DT2;13/03/2024;3:49:48;1.94;95.30;21.19;236;22.53;351;-77;Ok
Top-DT2;13/03/2024;3:51:33;1.94;95.50;20.92;346;22.53;348;-77;Ok
Top-DT2;13/03/2024;3:53:13;1.94;95.50;19.31;161;20.92;351;-78;Ok
Top-DT2;13/03/2024;3:55:06;1.94;95.50;20.23;301;20.92;351;-78;Ok
Top-DT2;13/03/2024;3:56:38;1.94;95.50;20.65;293;20.92;351;-77;Ok
Top-DT2;13/03/2024;3:58:20;1.93;95.50;20.60;42;20.92;9;-77;Ok
Top-DT2;13/03/2024;4:00:16;1.94;95.60;20.92;12;20.92;11;-77;Ok
Top-DT2;13/03/2024;4:01:46;1.92;95.60;20.21;83;22.53;9;-77;Ok
Top-DT2;13/03/2024;4:03:31;1.89;95.60;20.12;349;20.92;348;-77;Ok
Top-DT2;13/03/2024;4:05:13;1.89;95.60;23.34;93;24.14;9;-78;Ok
Top-DT2;13/03/2024;4:07:55;1.89;95.60;21.24;212;24.14;348;-77;Ok
Top-DT2;13/03/2024;4:10:18;1.89;95.60;24.32;312;25.75;351;-77;Ok
Top-DT2;13/03/2024;4:11:20;1.89;95.60;19.71;179;20.92;349;-77;Ok
Top-DT2;13/03/2024;4:13:53;1.89;95.60;20.05;243;24.14;351;-78;Ok
Top-DT2;13/03/2024;4:15:26;1.89;95.60;20.92;77;25.75;351;-77;Ok
Top-DT2;13/03/2024;4:17:21;1.89;95.60;21.73;9;22.53;9;-78;Ok
Top-DT2;13/03/2024;4:19:52;1.89;95.70;20.74;121;22.53;351;-78;Ok
Top-DT2;13/03/2024;4:22:16;1.89;95.70;21.15;78;24.14;9;-77;Ok
Top-DT2;13/03/2024;4:24:11;1.89;95.70;21.73;11;22.53;11;-77;Ok
Top-DT2;13/03/2024;4:26:42;1.89;95.70;22.15;27;25.75;9;-77;Ok
Top-DT2;13/03/2024;4:29:57;1.92;95.70;20.85;67;24.14;10;-77;Ok
Top-DT2;13/03/2024;4:31:42;1.94;95.70;20.12;9;20.92;9;-78;Ok
Top-DT2;13/03/2024;4:33:35;1.94;95.70;22.53;9;24.14;11;-77;Ok
Top-DT2;13/03/2024;4:35:04;1.94;95.70;18.24;9;20.92;13;-78;Ok
Top-DT2;13/03/2024;4:36:09;1.89;95.70;21.57;9;22.53;9;-77;Ok
Top-DT2;13/03/2024;4:38:32;1.94;95.70;23.34;9;24.14;9;-77;Ok
Top-DT2;13/03/2024;4:40:12;1.93;95.70;21.52;112;24.14;351;-78;Ok
Top-DT2;13/03/2024;4:42:48;1.89;95.70;21.73;12;22.53;15;-78;Ok
Top-DT2;13/03/2024;4:45:30;1.89;95.80;22.13;50;24.14;10;-76;Ok
Top-DT2;13/03/2024;4:48:37;1.89;-1.00;21.80;69;25.75;9;-78;Ok
Top-DT2;13/03/2024;4:50:27;1.89;95.80;24.14;9;25.75;9;-77;Ok
Top-DT2;13/03/2024;4:52:12;1.89;95.80;22.53;9;22.53;9;-78;Ok
Top-DT2;13/03/2024;4:54:43;1.89;95.70;20.46;155;22.53;9;-76;Ok
Top-DT2;13/03/2024;4:57:17;1.89;95.60;24.01;9;25.75;10;-78;Ok
