;fecha;hora;;;;;;;;
Middle-DT2;12/03/2024;18:11:59;1.89;76.90;26.55;50;28.97;49;-47;Ok
Middle-DT2;12/03/2024;18:13:49;1.89;76.80;24.68;51;25.75;53;-47;Ok
Middle-DT2;12/03/2024;18:15:39;1.89;77.50;22.97;49;27.36;57;-47;Ok
Middle-DT2;12/03/2024;18:18:24;1.93;76.70;24.94;48;28.97;43;-47;Ok
Middle-DT2;12/03/2024;18:20:14;1.89;76.90;22.53;53;24.14;54;-47;Ok
Middle-DT2;12/03/2024;18:22:59;1.83;76.80;24.94;44;27.36;46;-47;Ok
Middle-DT2;12/03/2024;18:24:49;1.83;77.40;25.48;52;27.36;51;-47;Ok
Middle-DT2;12/03/2024;18:27:34;1.78;78.60;22.80;47;24.14;46;-48;Ok
Middle-DT2;12/03/2024;18:30:17;1.81;-1.00;23.28;40;25.75;34;-47;Ok
Middle-DT2;12/03/2024;18:32:09;1.72;79.00;27.59;43;30.58;43;-47;Ok
Middle-DT2;12/03/2024;18:33:07;1.67;78.90;32.19;40;32.19;42;-46;Ok
Middle-DT2;12/03/2024;18:34:57;1.56;80.40;20.92;46;22.53;42;-46;Ok
Middle-DT2;12/03/2024;18:37:42;1.44;80.50;23.07;45;24.14;46;-46;Ok
Middle-DT2;12/03/2024;18:40:24;1.36;82.20;28.53;44;33.80;41;-46;Ok
Middle-DT2;12/03/2024;18:42:14;1.28;82.60;31.22;45;32.19;41;-46;Ok
Middle-DT2;12/03/2024;18:44:59;1.12;83.40;28.06;48;30.58;51;-46;Ok
Middle-DT2;12/03/2024;18:48:39;1.00;84.50;26.86;50;30.58;55;-46;Ok
Middle-DT2;12/03/2024;18:50:32;0.94;84.80;32.19;49;32.19;51;-46;Ok
Middle-DT2;12/03/2024;18:52:19;0.89;85.10;28.16;50;30.58;46;-46;Ok
Middle-DT2;12/03/2024;18:54:23;0.83;85.50;30.58;46;32.19;49;-46;Ok
Middle-DT2;12/03/2024;18:55:59;0.83;85.80;31.99;39;35.41;41;-45;Ok
Middle-DT2;12/03/2024;18:58:44;0.78;86.70;28.36;44;30.58;57;-44;Ok
Middle-DT2;12/03/2024;19:00:37;0.78;87.20;25.75;44;25.75;43;-44;Ok
Middle-DT2;12/03/2024;19:03:19;0.72;87.70;19.96;43;22.53;46;-44;Ok
Middle-DT2;12/03/2024;19:06:05;0.72;87.90;24.58;46;28.97;43;-44;Ok
Middle-DT2;12/03/2024;19:07:13;0.72;88.10;26.15;43;32.19;53;-44;Ok
Middle-DT2;12/03/2024;19:10:40;0.78;87.90;30.58;38;33.80;45;-45;Ok
Middle-DT2;12/03/2024;19:13:25;0.78;88.00;24.94;40;27.36;43;-45;Ok
Middle-DT2;12/03/2024;19:16:12;0.78;88.20;24.94;42;25.75;42;-44;Ok
Middle-DT2;12/03/2024;19:18:55;0.78;88.60;24.83;45;30.58;50;-44;Ok
Middle-DT2;12/03/2024;19:20:45;0.75;88.80;27.86;40;33.80;35;-44;Ok
Middle-DT2;12/03/2024;19:23:30;0.72;89.10;23.85;39;27.36;34;-44;Ok
Middle-DT2;12/03/2024;19:25:22;0.72;89.50;28.97;49;28.97;50;-45;Ok
Middle-DT2;12/03/2024;19:27:10;0.72;89.80;33.26;39;35.41;34;-46;Ok
Middle-DT2;12/03/2024;19:29:02;0.67;89.70;28.97;40;28.97;39;-45;Ok
Middle-DT2;12/03/2024;19:30:50;0.72;89.70;33.64;44;35.41;47;-46;Ok
Middle-DT2;12/03/2024;19:33:35;0.72;90.00;30.58;36;33.80;37;-46;Ok
Middle-DT2;12/03/2024;19:35:25;0.70;90.30;30.47;38;33.80;38;-46;Ok
Middle-DT2;12/03/2024;19:39:05;0.69;90.60;26.72;41;30.58;29;-46;Ok
Middle-DT2;12/03/2024;19:40:55;0.67;90.50;24.41;43;27.36;39;-46;Ok
Middle-DT2;12/03/2024;19:43:40;0.67;90.90;28.68;41;33.80;38;-46;Ok
Middle-DT2;12/03/2024;19:47:20;0.67;91.10;31.16;35;35.41;37;-47;Ok
Middle-DT2;12/03/2024;19:50:05;0.67;91.20;30.58;34;33.80;42;-46;Ok
Middle-DT2;12/03/2024;19:51:57;0.67;91.20;31.38;32;32.19;37;-45;Ok
Middle-DT2;12/03/2024;19:53:47;0.67;91.30;28.97;38;30.58;39;-46;Ok
Middle-DT2;12/03/2024;19:55:35;0.67;91.40;27.51;37;30.58;46;-46;Ok
Middle-DT2;12/03/2024;19:58:20;0.67;91.50;30.07;32;33.80;31;-47;Ok
Middle-DT2;12/03/2024;20:00:10;0.72;91.40;29.77;35;32.19;37;-47;Ok
Middle-DT2;12/03/2024;20:02:55;0.72;91.50;32.59;36;35.41;33;-48;Ok
Middle-DT2;12/03/2024;20:04:48;0.72;91.40;34.60;47;37.01;38;-49;Ok
Middle-DT2;12/03/2024;20:07:27;0.74;-1.00;30.79;37;35.41;47;-49;Ok
Middle-DT2;12/03/2024;20:09:20;0.72;91.50;34.49;38;40.23;42;-49;Ok
Middle-DT2;12/03/2024;20:11:10;0.74;91.50;35.62;37;40.23;31;-49;Ok
Middle-DT2;12/03/2024;20:13:00;0.72;91.50;37.01;35;38.62;41;-49;Ok
Middle-DT2;12/03/2024;20:15:48;0.72;91.40;30.58;48;30.58;54;-49;Ok
Middle-DT2;12/03/2024;20:18:30;0.72;91.50;38.62;46;40.23;49;-47;Ok
Middle-DT2;12/03/2024;20:21:15;0.72;91.60;36.10;37;40.23;41;-47;Ok
Middle-DT2;12/03/2024;20:22:24;0.72;91.60;36.48;41;38.62;38;-49;Ok
Middle-DT2;12/03/2024;20:25:50;0.72;91.60;32.99;36;37.01;31;-49;Ok
Middle-DT2;12/03/2024;20:27:43;0.78;91.50;34.60;35;35.41;37;-50;Ok
Middle-DT2;12/03/2024;20:30:25;0.78;91.40;28.97;33;32.19;33;-50;Ok
Middle-DT2;12/03/2024;20:32:15;0.83;91.30;25.75;36;27.36;34;-49;Ok
Middle-DT2;12/03/2024;20:34:05;0.94;91.70;35.41;37;41.84;39;-47;Ok
Middle-DT2;12/03/2024;20:37:45;0.94;90.90;23.07;32;25.75;34;-47;Ok
Middle-DT2;12/03/2024;20:39:35;0.90;91.10;33.80;35;40.23;51;-47;Ok
Middle-DT2;12/03/2024;20:41:25;0.94;91.30;28.77;34;37.01;15;-47;Ok
Middle-DT2;12/03/2024;20:44:10;1.00;91.40;31.86;43;33.80;41;-47;Ok
Middle-DT2;12/03/2024;20:46:55;1.11;91.40;24.94;42;27.36;49;-47;Ok
Middle-DT2;12/03/2024;20:48:45;1.17;91.20;28.97;39;32.19;43;-47;Ok
Middle-DT2;12/03/2024;20:50:35;1.19;91.10;28.32;35;30.58;31;-46;Ok
Middle-DT2;12/03/2024;20:52:39;1.22;91.10;39.43;42;41.84;42;-45;Ok
Middle-DT2;12/03/2024;20:54:15;1.33;90.90;30.04;38;33.80;38;-45;Ok
Middle-DT2;12/03/2024;20:57:00;1.37;90.90;32.07;39;35.41;43;-44;Ok
Middle-DT2;12/03/2024;20:59:45;1.39;90.50;26.88;44;28.97;45;-45;Ok
Middle-DT2;12/03/2024;21:01:35;1.33;90.20;31.60;40;35.41;39;-44;Ok
Middle-DT2;12/03/2024;21:03:36;1.28;90.50;26.55;45;28.97;43;-44;Ok
Middle-DT2;12/03/2024;21:05:29;1.33;90.50;39.43;38;43.45;31;-44;Ok
Middle-DT2;12/03/2024;21:07:05;1.33;90.50;30.85;39;32.19;34;-44;Ok
Middle-DT2;12/03/2024;21:09:48;1.39;-1.00;32.31;40;37.01;46;-44;Ok
Middle-DT2;12/03/2024;21:12:38;1.39;90.40;35.41;37;35.41;38;-45;Ok
Middle-DT2;12/03/2024;21:15:20;1.39;90.40;29.37;41;32.19;37;-46;Ok
Middle-DT2;12/03/2024;21:16:29;1.44;90.70;32.19;39;32.19;38;-46;Ok
Middle-DT2;12/03/2024;21:19:00;1.50;90.90;31.11;39;35.41;39;-46;Ok
Middle-DT2;12/03/2024;21:20:53;1.56;90.90;31.65;32;33.80;33;-46;Ok
Middle-DT2;12/03/2024;21:22:40;1.61;90.70;35.41;33;38.62;42;-46;Ok
Middle-DT2;12/03/2024;21:24:30;1.67;90.60;36.78;29;40.23;30;-46;Ok
Middle-DT2;12/03/2024;21:26:20;1.67;90.70;32.29;35;37.01;34;-47;Ok
Middle-DT2;12/03/2024;21:28:10;1.67;90.80;27.76;23;30.58;19;-47;Ok
Middle-DT2;12/03/2024;21:30:55;1.72;91.10;32.31;25;35.41;35;-47;Ok
Middle-DT2;12/03/2024;21:33:40;1.89;90.90;29.85;33;33.80;25;-47;Ok
Middle-DT2;12/03/2024;21:35:30;1.83;91.00;33.50;26;40.23;21;-47;Ok
Middle-DT2;12/03/2024;21:37:20;1.94;91.40;33.15;29;37.01;26;-48;Ok
Middle-DT2;12/03/2024;21:40:05;2.00;91.20;33.57;31;37.01;26;-48;Ok
Middle-DT2;12/03/2024;21:43:45;2.00;91.60;35.64;26;40.23;35;-48;Ok
Middle-DT2;12/03/2024;21:45:35;2.11;91.80;31.65;28;35.41;31;-49;Ok
Middle-DT2;12/03/2024;21:48:20;2.17;91.90;41.84;32;49.89;37;-49;Ok
Middle-DT2;12/03/2024;21:51:05;2.17;91.60;39.23;30;48.28;31;-49;Ok
Middle-DT2;12/03/2024;21:52:55;2.14;91.90;36.72;28;41.84;29;-49;Ok
Middle-DT2;12/03/2024;21:54:59;2.11;92.10;37.01;32;38.62;33;-50;Ok
Middle-DT2;12/03/2024;21:56:38;2.11;92.30;39.43;35;40.23;33;-49;Ok
Middle-DT2;12/03/2024;22:00:13;2.17;-1.00;35.30;26;41.84;33;-50;Ok
Middle-DT2;12/03/2024;22:02:05;2.17;92.90;34.72;26;43.45;29;-50;Ok
Middle-DT2;12/03/2024;22:04:50;2.21;93.10;30.98;23;35.41;30;-51;Ok
Middle-DT2;12/03/2024;22:06:43;2.28;93.60;26.55;16;27.36;11;-51;Ok
Middle-DT2;12/03/2024;22:08:33;2.39;93.50;30.58;14;32.19;14;-52;Ok
Middle-DT2;12/03/2024;22:10:31;2.44;93.40;34.20;99;37.01;351;-52;Ok
Middle-DT2;12/03/2024;22:13:05;2.44;93.40;29.70;19;40.23;17;-51;Ok
Middle-DT2;12/03/2024;22:15:09;2.44;93.50;28.57;11;33.80;14;-52;Ok
Middle-DT2;12/03/2024;22:16:45;2.43;93.50;30.48;9;37.01;9;-52;Ok
Middle-DT2;12/03/2024;22:18:38;2.39;93.60;32.19;13;33.80;13;-51;Ok
Middle-DT2;12/03/2024;22:21:20;2.43;94.00;25.21;9;32.19;9;-51;Ok
Middle-DT2;12/03/2024;22:23:24;2.44;94.00;25.75;180;28.97;351;-52;Ok
Middle-DT2;12/03/2024;22:25:55;2.44;94.10;22.53;253;25.75;351;-50;Ok
Middle-DT2;12/03/2024;22:27:48;2.44;94.00;16.90;180;17.70;351;-51;Ok
Middle-DT2;12/03/2024;22:30:31;2.44;94.00;24.94;264;27.36;9;-51;Ok
Middle-DT2;12/03/2024;22:32:23;2.39;94.10;20.92;343;20.92;342;-51;Ok
Middle-DT2;12/03/2024;22:34:11;2.42;94.00;17.10;341;19.31;338;-50;Ok
Middle-DT2;12/03/2024;22:36:01;2.39;93.90;22.21;338;24.14;338;-51;Ok
Middle-DT2;12/03/2024;22:37:51;2.39;94.30;21.08;339;22.53;342;-51;Ok
Middle-DT2;12/03/2024;22:39:41;2.44;94.30;24.41;332;25.75;329;-50;Ok
Middle-DT2;12/03/2024;22:42:39;2.44;94.40;23.60;334;30.58;342;-51;Ok
Middle-DT2;12/03/2024;22:44:27;2.44;94.30;23.34;324;24.14;316;-51;Ok
Middle-DT2;12/03/2024;22:46:19;2.39;94.10;24.14;330;25.75;326;-51;Ok
Middle-DT2;12/03/2024;22:47:56;2.39;94.30;21.19;333;24.14;332;-51;Ok
Middle-DT2;12/03/2024;22:49:46;2.44;94.50;25.46;317;30.58;322;-51;Ok
Middle-DT2;12/03/2024;22:51:36;2.50;94.50;23.96;333;25.75;330;-51;Ok
Middle-DT2;12/03/2024;22:54:21;2.57;94.70;23.94;325;27.36;338;-50;Ok
Middle-DT2;12/03/2024;22:56:11;2.62;94.60;25.15;319;30.58;320;-50;Ok
Middle-DT2;12/03/2024;22:58:56;2.67;94.40;24.50;324;27.36;325;-50;Ok
Middle-DT2;12/03/2024;23:00:46;2.67;94.20;27.36;314;28.97;312;-50;Ok
Middle-DT2;12/03/2024;23:03:42;2.69;94.00;22.99;320;28.97;309;-49;Ok
Middle-DT2;12/03/2024;23:06:16;2.72;94.10;23.74;310;30.58;314;-50;Ok
Middle-DT2;12/03/2024;23:08:06;2.72;94.00;21.73;328;22.53;326;-49;Ok
Middle-DT2;12/03/2024;23:10:53;2.78;93.70;23.34;322;24.14;320;-49;Ok
Middle-DT2;12/03/2024;23:12:41;2.83;93.60;23.07;314;25.75;318;-50;Ok
Middle-DT2;12/03/2024;23:14:33;2.83;93.60;24.14;318;25.75;322;-49;Ok
Middle-DT2;12/03/2024;23:16:21;2.83;93.50;23.41;321;25.75;321;-49;Ok
Middle-DT2;12/03/2024;23:17:29;2.89;93.40;23.07;319;25.75;314;-49;Ok
Middle-DT2;12/03/2024;23:20:01;2.85;93.30;22.23;321;27.36;325;-48;Ok
Middle-DT2;12/03/2024;23:21:54;2.83;93.40;20.12;329;22.53;325;-50;Ok
Middle-DT2;12/03/2024;23:23:52;2.83;93.50;23.74;322;24.14;321;-48;Ok
Middle-DT2;12/03/2024;23:25:31;2.83;93.60;24.78;322;25.75;326;-49;Ok
Middle-DT2;12/03/2024;23:27:21;2.83;93.50;21.24;321;24.14;316;-48;Ok
Middle-DT2;12/03/2024;23:29:11;2.89;93.50;18.51;329;22.53;334;-48;Ok
Middle-DT2;12/03/2024;23:31:01;2.94;93.50;23.60;322;27.36;318;-48;Ok
Middle-DT2;12/03/2024;23:33:46;3.06;93.30;20.52;318;24.14;329;-48;Ok
Middle-DT2;12/03/2024;23:35:36;3.09;93.00;15.29;341;19.31;329;-48;Ok
Middle-DT2;12/03/2024;23:36:34;3.06;92.80;16.90;339;17.70;342;-48;Ok
Middle-DT2;12/03/2024;23:39:16;2.94;92.70;16.63;340;17.70;338;-48;Ok
Middle-DT2;12/03/2024;23:41:06;2.94;92.90;17.54;338;19.31;340;-47;Ok
Middle-DT2;12/03/2024;23:42:56;2.89;92.90;21.51;336;24.14;338;-47;Ok
Middle-DT2;12/03/2024;23:46:22;2.85;-1.00;20.63;337;24.14;340;-48;Ok
Middle-DT2;12/03/2024;23:48:40;2.83;93.30;21.73;342;22.53;345;-47;Ok
Middle-DT2;12/03/2024;23:51:14;2.83;93.20;22.53;338;24.14;338;-47;Ok
Middle-DT2;12/03/2024;23:53:01;2.83;93.30;19.58;339;20.92;342;-47;Ok
Middle-DT2;12/03/2024;23:54:51;2.83;93.20;20.92;343;22.53;344;-47;Ok
Middle-DT2;12/03/2024;23:57:47;2.78;93.10;13.28;177;14.48;9;-47;Ok
Middle-DT2;12/03/2024;23:59:29;2.72;92.90;16.09;179;16.09;9;-48;Ok
Middle-DT2;13/03/2024;0:01:19;2.61;92.90;16.90;351;17.70;351;-47;Ok
Middle-DT2;13/03/2024;0:04:56;2.50;93.30;23.74;301;30.58;351;-47;Ok
Middle-DT2;13/03/2024;0:07:41;2.53;93.30;15.65;131;17.70;11;-47;Ok
Middle-DT2;13/03/2024;0:09:31;2.51;93.40;19.01;217;22.53;351;-48;Ok
Middle-DT2;13/03/2024;0:11:21;2.50;93.40;20.60;277;22.53;349;-48;Ok
Middle-DT2;13/03/2024;0:13:25;2.50;93.40;16.90;175;17.70;9;-47;Ok
Middle-DT2;13/03/2024;0:15:04;2.50;93.40;18.78;349;22.53;351;-47;Ok
Middle-DT2;13/03/2024;0:16:54;2.50;93.50;15.29;179;17.70;9;-47;Ok
Middle-DT2;13/03/2024;0:18:41;2.50;93.60;20.69;252;22.53;351;-48;Ok
Middle-DT2;13/03/2024;0:21:26;2.47;93.80;20.49;210;24.14;9;-47;Ok
Middle-DT2;13/03/2024;0:23:16;2.50;93.70;18.11;348;19.31;348;-47;Ok
Middle-DT2;13/03/2024;0:26:56;2.44;93.90;16.36;177;19.31;351;-47;Ok
Middle-DT2;13/03/2024;0:28:49;2.44;93.90;17.17;9;17.70;9;-47;Ok
Middle-DT2;13/03/2024;0:30:36;2.39;94.00;20.12;345;22.53;345;-47;Ok
Middle-DT2;13/03/2024;0:32:40;2.39;94.10;17.70;349;19.31;349;-48;Ok
Middle-DT2;13/03/2024;0:35:11;2.40;94.20;17.50;280;20.92;344;-47;Ok
Middle-DT2;13/03/2024;0:36:06;2.39;94.30;15.29;346;16.09;346;-49;Ok
Middle-DT2;13/03/2024;0:37:15;2.44;94.30;14.48;346;14.48;351;-47;Ok
Middle-DT2;13/03/2024;0:39:46;2.44;94.30;14.22;291;16.09;9;-48;Ok
Middle-DT2;13/03/2024;0:41:36;2.44;94.40;17.43;235;17.70;351;-47;Ok
Middle-DT2;13/03/2024;0:44:32;2.44;94.30;17.03;205;19.31;9;-47;Ok
Middle-DT2;13/03/2024;0:47:06;2.44;94.20;19.11;304;22.53;346;-47;Ok
Middle-DT2;13/03/2024;0:49:07;2.39;94.30;19.71;94;20.92;9;-47;Ok
Middle-DT2;13/03/2024;0:49:54;2.39;94.30;19.31;351;19.31;351;-47;Ok
Middle-DT2;13/03/2024;0:51:41;2.44;94.40;18.87;308;20.92;337;-47;Ok
Middle-DT2;13/03/2024;0:53:31;2.39;94.40;15.56;341;17.70;330;-48;Ok
Middle-DT2;13/03/2024;0:55:21;2.39;94.40;16.90;345;19.31;349;-47;Ok
Middle-DT2;13/03/2024;0:57:11;2.39;94.40;14.94;295;16.09;351;-47;Ok
Middle-DT2;13/03/2024;0:59:56;2.33;94.50;15.89;324;19.31;351;-47;Ok
Middle-DT2;13/03/2024;1:00:51;2.33;94.50;14.08;345;16.09;348;-48;Ok
Middle-DT2;13/03/2024;1:02:44;2.33;94.50;12.87;348;12.87;348;-48;Ok
Middle-DT2;13/03/2024;1:05:29;2.33;94.80;17.70;330;19.31;333;-47;Ok
Middle-DT2;13/03/2024;1:08:11;2.39;94.90;16.53;327;20.92;337;-47;Ok
Middle-DT2;13/03/2024;1:10:01;2.44;94.80;23.68;333;25.75;330;-47;Ok
Middle-DT2;13/03/2024;1:11:51;2.50;94.90;17.49;329;20.92;321;-47;Ok
Middle-DT2;13/03/2024;1:13:41;2.50;94.80;17.30;329;20.92;328;-48;Ok
Middle-DT2;13/03/2024;1:16:37;2.50;94.80;19.88;336;24.14;341;-47;Ok
Middle-DT2;13/03/2024;1:19:11;2.56;94.90;20.38;330;22.53;334;-47;Ok
Middle-DT2;13/03/2024;1:20:06;2.56;94.90;20.52;327;22.53;318;-47;Ok
Middle-DT2;13/03/2024;1:23:35;2.53;-1.00;18.88;328;24.14;332;-47;Ok
Middle-DT2;13/03/2024;1:25:36;2.50;94.80;18.78;325;24.14;324;-47;Ok
Middle-DT2;13/03/2024;1:27:37;2.50;94.90;17.17;328;17.70;330;-47;Ok
Middle-DT2;13/03/2024;1:29:30;2.50;94.90;22.53;334;24.14;336;-47;Ok
Middle-DT2;13/03/2024;1:31:20;2.50;95.00;17.93;334;20.92;338;-47;Ok
Middle-DT2;13/03/2024;1:33:51;2.50;95.10;16.53;333;19.31;338;-47;Ok
Middle-DT2;13/03/2024;1:35:41;2.50;95.10;15.29;331;19.31;333;-47;Ok
Middle-DT2;13/03/2024;1:37:31;2.53;95.00;18.41;335;20.92;340;-47;Ok
Middle-DT2;13/03/2024;1:39:24;2.56;95.00;17.70;334;17.70;338;-48;Ok
Middle-DT2;13/03/2024;1:41:14;2.56;95.00;19.31;331;19.31;332;-47;Ok
Middle-DT2;13/03/2024;1:43:56;2.56;95.00;20.12;333;24.14;337;-47;Ok
Middle-DT2;13/03/2024;1:46:41;2.56;95.00;12.55;338;14.48;337;-47;Ok
Middle-DT2;13/03/2024;1:47:50;2.56;95.10;11.67;343;12.87;346;-47;Ok
Middle-DT2;13/03/2024;1:50:21;2.46;95.00;14.75;338;17.70;341;-47;Ok
Middle-DT2;13/03/2024;1:51:19;2.50;95.10;15.29;344;16.09;351;-47;Ok
Middle-DT2;13/03/2024;1:53:20;2.50;95.20;17.70;327;17.70;320;-48;Ok
Middle-DT2;13/03/2024;1:56:47;2.56;95.20;19.96;328;22.53;328;-47;Ok
Middle-DT2;13/03/2024;1:59:45;2.56;95.30;17.06;323;17.70;324;-47;Ok
Middle-DT2;13/03/2024;2:02:17;2.56;95.20;18.00;329;22.53;336;-47;Ok
Middle-DT2;13/03/2024;2:03:23;2.56;95.20;19.31;332;19.31;337;-48;Ok
Middle-DT2;13/03/2024;2:05:04;2.56;95.20;16.90;329;17.70;326;-48;Ok
Middle-DT2;13/03/2024;2:06:52;2.56;95.10;16.50;333;19.31;340;-48;Ok
Middle-DT2;13/03/2024;2:10:32;2.56;95.40;17.85;331;19.31;329;-48;Ok
Middle-DT2;13/03/2024;2:12:22;2.56;95.40;17.70;324;20.92;322;-47;Ok
Middle-DT2;13/03/2024;2:15:07;2.56;95.40;15.89;324;17.70;325;-47;Ok
Middle-DT2;13/03/2024;2:16:59;2.56;95.40;13.68;333;14.48;329;-48;Ok
Middle-DT2;13/03/2024;2:19:44;2.50;95.40;20.12;348;20.92;345;-48;Ok
Middle-DT2;13/03/2024;2:22:27;2.50;95.40;15.79;324;17.70;336;-47;Ok
Middle-DT2;13/03/2024;2:25:14;2.50;95.40;18.78;328;22.53;321;-47;Ok
Middle-DT2;13/03/2024;2:27:57;2.44;95.40;17.93;330;19.31;328;-47;Ok
Middle-DT2;13/03/2024;2:29:49;2.44;95.40;20.12;337;20.92;342;-48;Ok
Middle-DT2;13/03/2024;2:31:39;2.44;95.30;19.31;340;19.31;341;-48;Ok
Middle-DT2;13/03/2024;2:33:27;2.44;95.30;17.17;330;19.31;330;-48;Ok
Middle-DT2;13/03/2024;2:35:17;2.44;95.50;19.08;336;20.92;341;-47;Ok
Middle-DT2;13/03/2024;2:37:07;2.44;95.60;16.58;329;17.70;337;-48;Ok
Middle-DT2;13/03/2024;2:38:15;2.50;95.60;17.70;336;17.70;337;-47;Ok
Middle-DT2;13/03/2024;2:40:47;2.50;95.50;17.17;340;19.31;344;-48;Ok
Middle-DT2;13/03/2024;2:41:44;2.50;95.60;18.51;340;19.31;342;-47;Ok
Middle-DT2;13/03/2024;2:43:46;2.44;95.50;17.70;342;17.70;338;-48;Ok
Middle-DT2;13/03/2024;2:45:22;2.44;95.60;18.24;337;19.31;337;-47;Ok
Middle-DT2;13/03/2024;2:47:12;2.44;95.60;16.90;340;17.70;344;-47;Ok
Middle-DT2;13/03/2024;2:49:57;2.44;95.60;16.42;339;17.70;341;-48;Ok
Middle-DT2;13/03/2024;2:52:42;2.46;95.60;17.00;335;20.92;334;-47;Ok
Middle-DT2;13/03/2024;2:55:27;2.43;95.30;13.28;340;16.09;341;-47;Ok
Middle-DT2;13/03/2024;2:57:17;2.36;95.20;14.66;328;16.09;332;-47;Ok
Middle-DT2;13/03/2024;3:00:54;2.33;-1.00;17.93;339;20.92;340;-47;Ok
Middle-DT2;13/03/2024;3:02:47;2.33;95.30;18.14;336;20.92;333;-48;Ok
Middle-DT2;13/03/2024;3:04:48;2.31;95.40;17.01;336;19.31;342;-47;Ok
Middle-DT2;13/03/2024;3:06:27;2.28;95.40;13.68;342;14.48;345;-48;Ok
Middle-DT2;13/03/2024;3:09:12;2.28;95.40;16.09;336;20.92;344;-48;Ok
Middle-DT2;13/03/2024;3:11:02;2.28;95.60;16.09;329;17.70;329;-47;Ok
Middle-DT2;13/03/2024;3:13:47;2.28;95.60;15.80;336;17.70;336;-48;Ok
Middle-DT2;13/03/2024;3:15:37;2.22;95.50;18.42;339;19.31;342;-48;Ok
Middle-DT2;13/03/2024;3:17:27;2.22;95.50;17.17;330;19.31;329;-47;Ok
Middle-DT2;13/03/2024;3:19:20;2.22;95.60;20.12;335;20.92;337;-48;Ok
Middle-DT2;13/03/2024;3:21:07;2.21;95.60;16.09;326;19.31;336;-48;Ok
Middle-DT2;13/03/2024;3:22:57;2.17;95.40;17.17;340;19.31;340;-48;Ok
Middle-DT2;13/03/2024;3:24:47;2.17;95.40;14.81;338;16.09;341;-48;Ok
Middle-DT2;13/03/2024;3:27:32;2.11;95.40;16.68;335;19.31;336;-48;Ok
Middle-DT2;13/03/2024;3:29:22;2.11;95.40;17.40;333;19.31;334;-47;Ok
Middle-DT2;13/03/2024;3:31:12;2.07;95.40;15.19;335;16.09;344;-48;Ok
Middle-DT2;13/03/2024;3:32:18;2.06;95.40;15.29;343;17.70;337;-47;Ok
Middle-DT2;13/03/2024;3:34:00;2.06;95.40;19.31;341;19.31;337;-48;Ok
Middle-DT2;13/03/2024;3:35:47;2.06;95.50;17.97;337;19.31;333;-47;Ok
Middle-DT2;13/03/2024;3:37:37;2.06;95.50;19.31;341;20.92;349;-48;Ok
Middle-DT2;13/03/2024;3:40:22;2.00;95.50;15.09;340;16.09;341;-47;Ok
Middle-DT2;13/03/2024;3:43:07;2.00;95.60;16.09;335;17.70;345;-48;Ok
Middle-DT2;13/03/2024;3:45:00;2.00;95.60;19.31;338;19.31;336;-48;Ok
Middle-DT2;13/03/2024;3:46:50;2.00;95.60;14.48;341;14.48;342;-48;Ok
Middle-DT2;13/03/2024;3:48:40;2.00;95.70;14.48;351;14.48;351;-48;Ok
Middle-DT2;13/03/2024;3:50:27;1.98;95.60;18.74;335;20.92;341;-47;Ok
Middle-DT2;13/03/2024;3:52:17;1.94;95.60;19.15;339;20.92;341;-47;Ok
Middle-DT2;13/03/2024;3:53:26;2.00;95.70;21.32;334;22.53;334;-48;Ok
Middle-DT2;13/03/2024;3:55:57;1.94;95.70;16.76;336;19.31;338;-48;Ok
Middle-DT2;13/03/2024;3:56:55;1.94;95.70;16.90;337;17.70;337;-48;Ok
Middle-DT2;13/03/2024;3:58:45;1.94;95.70;16.90;340;17.70;329;-48;Ok
Middle-DT2;13/03/2024;4:00:35;1.94;95.70;21.73;348;22.53;351;-48;Ok
Middle-DT2;13/03/2024;4:02:22;1.94;95.70;17.97;341;19.31;348;-48;Ok
Middle-DT2;13/03/2024;4:04:12;1.94;95.70;21.24;338;24.14;338;-47;Ok
Middle-DT2;13/03/2024;4:06:02;1.94;95.60;23.07;338;24.14;337;-47;Ok
Middle-DT2;13/03/2024;4:08:58;1.94;95.70;18.78;332;22.53;326;-47;Ok
Middle-DT2;13/03/2024;4:10:40;1.94;95.70;21.73;338;22.53;340;-48;Ok
Middle-DT2;13/03/2024;4:11:46;1.94;95.80;24.14;339;24.14;341;-48;Ok
Middle-DT2;13/03/2024;4:14:20;1.94;95.60;21.46;342;22.53;349;-47;Ok
Middle-DT2;13/03/2024;4:16:18;1.94;95.60;22.40;343;25.75;351;-47;Ok
Middle-DT2;13/03/2024;4:17:57;1.94;95.60;20.92;339;22.53;338;-47;Ok
Middle-DT2;13/03/2024;4:20:42;1.93;95.60;22.26;344;24.14;345;-47;Ok
Middle-DT2;13/03/2024;4:22:35;1.89;95.60;16.09;347;16.09;344;-48;Ok
Middle-DT2;13/03/2024;4:24:22;1.94;95.70;20.92;345;22.53;345;-47;Ok
Middle-DT2;13/03/2024;4:27:21;1.94;95.70;19.58;291;22.53;351;-48;Ok
Middle-DT2;13/03/2024;4:30:47;1.94;95.70;21.10;343;24.14;348;-47;Ok
Middle-DT2;13/03/2024;4:32:37;1.94;95.90;21.89;299;25.75;351;-47;Ok
Middle-DT2;13/03/2024;4:33:46;1.94;95.70;20.52;344;22.53;342;-47;Ok
Middle-DT2;13/03/2024;4:35:25;1.94;95.90;17.70;345;17.70;342;-48;Ok
